list,exp,trial,con,fab_stimulus,fab_question,fab_key,qtype,id,fab_instruction
,,,,,,,,,ins1.jpg
,,,,,,,,,ins2.jpg
3,a,20,non_causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Jerry finished working on his manuscript. |The next day he yelled at his secretary./,Did Jerry yell at his secretary?<br>('O' for no; 'P' for yes),Y,second,a_17,
3,b,21,MIN,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The tornado was devastating to the family in the trailer park |by tearing through their home./,Was the tornado devastating to the family?<br>('O' for no; 'P' for yes),Y,first,b_2,
3,b,22,SNT,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /After working for years Joe had money. |He decided on a long trip to the Bahamas./,Did Joe work for months?<br>('O' for no; 'P' for yes),N,first,b_7,
3,a,23,causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Tom's cat brought a lot of fleas into his bed. |Tom sprayed insecticide all over the room./,Did Tom spray insecticide over the room?<br>('O' for no; 'P' for yes),Y,second,a_20,
3,a,24,causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Ellen felt really hungry around ten o'clock. |She went to a restaurant to have an early lunch./,Did Ellen go to a restaurant to get some coffee?<br>('O' for no; 'P' for yes),N,second,a_14,
3,a,25,non_causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Jill went to school to take a final exam. |Her parents were very proud of their daughter./,Did Jill's parents feel proud of their son?<br>('O' for no; 'P' for yes),N,second,a_15,
3,b,26,SNT,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Brazil wood is a hard and reddish wood. |Often it is used in making cabinets and violin bows./,Is Brazil wood soft and reddish? <br>('O' for no; 'P' for yes),N,first,b_10,
3,a,27,non_causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The grey cloud hung heavily in the sky. |The papers on the desk blew off onto the floor./,Did the grey cloud hang heavily in the sky?<br>('O' for no; 'P' for yes),Y,first,a_8,
3,b,28,MIN,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /In Africa there are two species of kudu antelope |that have white stripes across the back./,Are there three species of kudu antelope in Africa?<br>('O' for no; 'P' for yes),N,first,b_6,
3,b,29,SNT,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The birthday girl had enough cake. |She shared with the rest of the kids at the party./,Did the birthday girl have enough cake?<br>('O' for no; 'P' for yes),Y,first,b_4,
3,a,30,causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Greg had become increasingly aggressive. |His driving became more dangerous day by day./,Did Greg's driving become less dangerous day by day?<br>('O' for no; 'P' for yes),N,second,a_12,
3,a,31,non_causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Cathy had begun working on the new project. |She was carried unconscious to a hospital./,Was Cathy working on her previous project?<br>('O' for no; 'P' for yes),N,first,a_3,
3,a,32,causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Dick kicked the living room wall in his fury. |A mirror fell down and shattered on the floor./,Did Dick kick the living room wall?<br>('O' for no; 'P' for yes),Y,first,a_6,
3,b,33,SNT,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Greyhounds are a tall and slender species of dog. |They are often kept as pets or used for racing./,Are Greyhounds often kept as pets?<br>('O' for no; 'P' for yes),Y,second,b_13,
3,b,34,MIN,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The Churchill scholarship is given to students nationwide |who are planning to attend Cambridge./,Is the Churchill scholarship given to Oxford students?<br>('O' for no; 'P' for yes),N,second,b_16,
3,a,35,non_causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Nancy finished her work quite early on Friday. |She suffered from a bad hangover this morning./,Did Nancy suffer from a bad hangover?<br>('O' for no; 'P' for yes),Y,second,a_18,
3,b,36,MIN,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /An onager was a catapult used in medieval warfare |to throw stones at advancing enemies./,Did the onager throw stones at advancing enemies?<br>('O' for no; 'P' for yes),Y,second,b_14,
3,a,37,non_causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /A dog looked at a little girl eating ice cream. |She was knocked down and shouted for her mother./,Did the dog look at a little boy?<br>('O' for no; 'P' for yes),N,first,a_4,
3,a,38,causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Jane did poorly in her first test in English. |She began to worry about her final exam./,Did Jane do poorly in her first Math test?<br>('O' for no; 'P' for yes),N,first,a_5,
3,b,39,SNT,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Nausea is often experienced on small boats. |The sickness is caused by rough water conditions./,Is nausea caused by poor sailing skills?<br>('O' for no; 'P' for yes),N,second,b_18,
3,b,40,MIN,/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The high school counselor offers guidance |that mostly pertains to applying to college./,Does the guidance pertain to the college application?<br>('O' for no; 'P' for yes),Y,second,b_11,
