list,exp,trial,con,fab_stimulus,fab_question,fab_key,qtype,id,fab_instruction
,,,,,,,,,ins1.jpg
,,,,,,,,,ins2.jpg
1,a,10,causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/Jake wanted to help the third world people. |He joined the Peace Corps after graduation./,Did Jake join the Peace Corps?<br>('O' for no; 'P' for yes),Y,second,a_19,
1,b,11,MIN,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/The jester was employed by a king as a professional fool |to be an amusement to the court./,Was the jester employed by a princess?<br>('O' for no; 'P' for yes),N,first,b_9,
1,a,12,non_causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/Bill was on the debating team in high school. |He applied to a program at MIT./,Did Bill join the debating team in high school?<br>('O' for no; 'P' for yes),Y,first,a_9,
1,b,13,SNT,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/The pilot took off his headset. |He spoke with the new flight attendant about the time of arrival./,Did the pilot take off his headset?<br>('O' for no; 'P' for yes),Y,first,b_5,
1,b,14,SNT,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/Hoping to finish the film&#44 the director worked through the night. |He skipped his evening meal./,Did the producer skip his evening meal?<br>('O' for no; 'P' for yes),N,second,b_17,
1,a,15,causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/Bob worried that rain would ruin his vacation. |He turned on the TV for a weather report./,Did Bob worry about the snow?<br>('O' for no; 'P' for yes),N,first,a_1,
1,b,16,MIN,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/Before their act&#44 the circus lions wanted the fresh meat |the trainers had kept just out of reach./,Did the circus lions want the meat from the audience?<br>('O' for no; 'P' for yes),N,second,b_19,
1,b,17,SNT,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/A jack can be very useful to have in your trunk. |It can raise your car if you have a flat tire./,Can a jack be useful?<br>('O' for no; 'P' for yes),Y,first,b_3,
1,b,18,MIN,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/Grunions are fish that migrate along the West Coast |to spawn on sandy beaches in the spring./,Do Grunions spawn on sandy beaches in the summer?<br>('O' for no; 'P' for yes),N,second,b_20,
1,a,19,non_causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/Ed worked with his father in a law office. |They had a heated discussion until midnight./,Did Ed work with his father?<br>('O' for no; 'P' for yes),Y,first,a_10,
1,a,20,causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/Jerry found typing errors in his manuscript. |The next day he yelled at his secretary./,Did Jerry yell at his secretary?<br>('O' for no; 'P' for yes),Y,second,a_17,
1,b,21,MIN,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/The tornado was devastating to the family in the trailer park |by tearing through their home./,Was the tornado devastating to the family?<br>('O' for no; 'P' for yes),Y,first,b_2,
1,b,22,SNT,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/After working for years Joe had money. |He decided on a long trip to the Bahamas./,Did Joe work for months?<br>('O' for no; 'P' for yes),N,first,b_7,
1,a,23,non_causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/Tom's cat was very good at keeping mice away. |Tom sprayed insecticide all over the room./,Did Tom spray insecticide over the room?<br>('O' for no; 'P' for yes),Y,second,a_20,
1,a,24,non_causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/Ellen took the nine o'clock bus to her office. |She went to a restaurant to have an early lunch./,Did Ellen go to a restaurant to get some coffee?<br>('O' for no; 'P' for yes),N,second,a_14,
1,a,25,causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/Jill's report card showed that she worked very hard. |Her parents were very proud of their daughter./,Did Jill's parents feel proud of their son?<br>('O' for no; 'P' for yes),N,second,a_15,
1,b,26,SNT,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/Brazil wood is a hard and reddish wood. |Often it is used in making cabinets and violin bows./,Is Brazil wood soft and reddish? <br>('O' for no; 'P' for yes),N,first,b_10,
1,a,27,causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/A strong night wind came in the open window. |The papers on the desk blew off onto the floor./,Did a strong night wind come in the open window?<br>('O' for no; 'P' for yes),Y,first,a_8,
1,b,28,MIN,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/In Africa there are two species of kudu antelope |that have white stripes across the back./,Are there three species of kudu antelope in Africa?<br>('O' for no; 'P' for yes),N,first,b_6,
1,b,29,SNT,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/The birthday girl had enough cake. |She shared with the rest of the kids at the party./,Did the birthday girl have enough cake?<br>('O' for no; 'P' for yes),Y,first,b_4,
1,a,30,non_causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/Greg borrowed a lot of money to buy a house. |His driving became more dangerous day by day./,Did Greg's driving become less dangerous day by day?<br>('O' for no; 'P' for yes),N,second,a_12,
1,a,31,causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/Cathy felt very dizzy and fainted at her work. |She was carried unconscious to a hospital./,Did Cathy feel comfortable?<br>('O' for no; 'P' for yes),N,first,a_3,
1,a,32,non_causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/Dick came home late after his evening class. |A mirror fell down and shattered on the floor./,Did Dick come home late?<br>('O' for no; 'P' for yes),Y,first,a_6,
1,b,33,SNT,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/Greyhounds are a tall and slender species of dog. |They are often kept as pets or used for racing./,Are Greyhounds often kept as pets?<br>('O' for no; 'P' for yes),Y,second,b_13,
1,b,34,MIN,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/The Churchill scholarship is given to students nationwide |who are planning to attend Cambridge./,Is the Churchill scholarship given to Oxford students?<br>('O' for no; 'P' for yes),N,second,b_16,
1,a,35,causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/Nancy drank too much beer at a party yesterday. |She suffered from a bad hangover this morning./,Did Nancy suffer from a bad hangover?<br>('O' for no; 'P' for yes),Y,second,a_18,
1,b,36,MIN,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/An onager was a catapult used in medieval warfare |to throw stones at advancing enemies./,Did the onager throw stones at advancing enemies?<br>('O' for no; 'P' for yes),Y,second,b_14,
1,a,37,causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/A dog jumped at a little girl eating ice cream. |She was knocked down and shouted for her mother./,Did the dog jump at a little boy?<br>('O' for no; 'P' for yes),N,first,a_4,
1,a,38,non_causal,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/Jane enrolled in an English course this semester. |She began to worry about her final exam./,Did Jane enroll in a Math course?<br>('O' for no; 'P' for yes),N,first,a_5,
1,b,39,SNT,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/Nausea is often experienced on small boats. |The sickness is caused by rough water conditions./,Is nausea caused by poor sailing skills?<br>('O' for no; 'P' for yes),N,second,b_18,
1,b,40,MIN,/Ready? (the backward key: 'O'; the forward key: 'P')<br>/The high school counselor offers guidance |that mostly pertains to applying to college./,Does the guidance pertain to the college application?<br>('O' for no; 'P' for yes),Y,second,b_11,
