"","dat_Subject","list","exp","trial","con","fab_stimulus","fab_question","fab_key","qtype","id","fab_instruction","dat_Trial","dat_Ans","dat_AnsReactionTime","dat_Accuracy"
"11","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",6,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The policeman tried to find the contraband. |The smuggler hid it inside his daughter's doll./","Did the policeman try to find the contraband?<br>('O' for no; 'P' for yes)","Y","first","b_1",NA,11,"Y",387,1
"12","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",7,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Sharon decided to buy a foreign sports car. |She went to the bank hoping to get a loan./","Did Sharon decide to buy a pickup truck?<br>('O' for no; 'P' for yes)","N","first","a_2",NA,12,"Y",590,0
"13","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",8,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /In Hollywood she saw several celebrities |who had just recently starred in her favorite film./","Had the celebrities starred in her favorite film? <br>('O' for no; 'P' for yes)","Y","second","b_12",NA,13,"Y",533,1
"14","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",9,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Ann was falling behind in her schoolwork. |She decided to study harder to catch up./","Did Ann decide to ask for a favor from the teacher?<br>('O' for no; 'P' for yes)","N","second","a_11",NA,14,"Y",498,0
"15","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",10,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Jake majored in engineering in Vermont. |He joined the Peace Corps after graduation./","Did Jake join the Peace Corps?<br>('O' for no; 'P' for yes)","Y","second","a_19",NA,15,"Y",474,1
"16","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",11,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The jester was employed by a king as a professional fool. |He was an amusement to the court./","Was the jester employed by a princess?<br>('O' for no; 'P' for yes)","N","first","b_9",NA,16,"Y",318,0
"17","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",12,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Bill wanted to major in engineering. |He applied to a program at MIT./","Did Bill want to major in engineering?<br>('O' for no; 'P' for yes)","Y","first","a_9",NA,17,"Y",464,1
"18","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",13,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The pilot took off his headset |to speak with the new flight attendant about the time of arrival./","Did the pilot take off his headset?<br>('O' for no; 'P' for yes)","Y","first","b_5",NA,18,"Y",488,1
"19","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",14,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Hoping to finish the film&#44 the director worked through the night |by skipping his evening meal./","Did the producer skip his evening meal?<br>('O' for no; 'P' for yes)","N","second","b_17",NA,19,"Y",389,0
"20","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",15,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Bob had his cleaning all done in the morning. |He turned on the TV for a weather report./","Did Bob clean last night?<br>('O' for no; 'P' for yes)","N","first","a_1",NA,20,"Y",399,0
"21","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",16,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Before their act&#44 the circus lions wanted the fresh meat. |The trainers kept it just out of reach./","Did the circus lions want the meat from the audience?<br>('O' for no; 'P' for yes)","N","second","b_19",NA,21,"Y",309,0
"22","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",17,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /A jack can be very useful to have in your trunk |by raising your car if you have a flat tire./","Can a jack be useful?<br>('O' for no; 'P' for yes)","Y","first","b_3",NA,22,"Y",321,1
"23","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",18,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Grunions are fish that migrate along the West Coast. |They spawn on sandy beaches in the spring./","Do Grunions spawn on sandy beaches in the summer?<br>('O' for no; 'P' for yes)","N","second","b_20",NA,23,"Y",308,0
"24","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",19,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Ed's father opposed his plan for the future. |They had a heated discussion until midnight./","Did Ed's father oppose his plan?<br>('O' for no; 'P' for yes)","Y","first","a_10",NA,24,"Y",443,1
"25","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",20,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Jerry finished working on his manuscript. |The next day he yelled at his secretary./","Did Jerry yell at his secretary?<br>('O' for no; 'P' for yes)","Y","second","a_17",NA,25,"Y",465,1
"26","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",21,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The tornado was devastating to the family in the trailer park. |It tore right through their home./","Was the tornado devastating to the family?<br>('O' for no; 'P' for yes)","Y","first","b_2",NA,26,"Y",355,1
"27","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",22,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /After working for years Joe had money |to burn and took a nice long trip to the Bahamas./","Did Joe work for months?<br>('O' for no; 'P' for yes)","N","first","b_7",NA,27,"N",423,1
"28","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",23,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Tom's cat brought a lot of fleas into his bed. |Tom sprayed insecticide all over the room./","Did Tom spray insecticide over the room?<br>('O' for no; 'P' for yes)","Y","second","a_20",NA,28,"N",409,0
"29","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",24,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Ellen felt really hungry around ten o'clock. |She went to a restaurant to have an early lunch./","Did Ellen go to a restaurant to get some coffee?<br>('O' for no; 'P' for yes)","N","second","a_14",NA,29,"Y",545,0
"30","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",25,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Jill went to school to take a final exam. |Her parents were very proud of their daughter./","Did Jill's parents feel proud of their son?<br>('O' for no; 'P' for yes)","N","second","a_15",NA,30,"Y",339,0
"31","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",26,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Brazil wood is a hard and reddish wood |often used in the making of cabinets and violin bows./","Is Brazil wood soft and reddish? <br>('O' for no; 'P' for yes)","N","first","b_10",NA,31,"Y",395,0
"32","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",27,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The grey cloud hung heavily in the sky. |The papers on the desk blew off onto the floor./","Did the grey cloud hang heavily in the sky?<br>('O' for no; 'P' for yes)","Y","first","a_8",NA,32,"Y",310,1
"33","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",28,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /In Africa there are two species of kudu antelope. |They have white stripes across the back./","Are there three species of kudu antelope in Africa?<br>('O' for no; 'P' for yes)","N","first","b_6",NA,33,"Y",308,0
"34","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",29,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The birthday girl had enough cake |to eat and she shared the rest with the kids at the party./","Did the birthday girl have enough cake?<br>('O' for no; 'P' for yes)","Y","first","b_4",NA,34,"Y",466,1
"35","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",30,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Greg had become increasingly aggressive. |His driving became more dangerous day by day./","Did Greg's driving become less dangerous day by day?<br>('O' for no; 'P' for yes)","N","second","a_12",NA,35,"Y",353,0
"36","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",31,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Cathy had begun working on the new project. |She was carried unconscious to a hospital./","Was Cathy working on her previous project?<br>('O' for no; 'P' for yes)","N","first","a_3",NA,36,"Y",498,0
"37","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",32,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Dick kicked the living room wall in his fury. |A mirror fell down and shattered on the floor./","Did Dick kick the living room wall?<br>('O' for no; 'P' for yes)","Y","first","a_6",NA,37,"Y",308,1
"38","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",33,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Greyhounds are a tall and slender species of dog |often kept as household pets or used for racing./","Are Greyhounds often kept as pets?<br>('O' for no; 'P' for yes)","Y","second","b_13",NA,38,"Y",501,1
"39","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",34,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The Churchill scholarship is given to students nationwide. |All of them will attend Cambridge./","Is the Churchill scholarship given to Oxford students?<br>('O' for no; 'P' for yes)","N","second","b_16",NA,39,"Y",332,0
"40","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",35,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Nancy finished her work quite early on Friday. |She suffered from a bad hangover this morning./","Did Nancy suffer from a bad hangover?<br>('O' for no; 'P' for yes)","Y","second","a_18",NA,40,"Y",308,1
"41","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",36,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /An onager was a catapult used in medieval warfare. |It threw stones at advancing enemies./","Did the onager throw stones at advancing enemies?<br>('O' for no; 'P' for yes)","Y","second","b_14",NA,41,"Y",521,1
"42","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",37,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /A dog looked at a little girl eating ice cream. |She was knocked down and shouted for her mother./","Did the dog look at a little boy?<br>('O' for no; 'P' for yes)","N","first","a_4",NA,42,"Y",463,0
"43","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",38,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Jane did poorly in her first test in English. |She began to worry about her final exam./","Did Jane do poorly in her first Math test?<br>('O' for no; 'P' for yes)","N","first","a_5",NA,43,"Y",497,0
"44","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",39,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Nausea is often experienced on small boats |and is mostly caused by rough water conditions./","Is nausea caused by poor sailing skills?<br>('O' for no; 'P' for yes)","N","second","b_18",NA,44,"Y",341,0
"45","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",40,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The high school counselor offers guidance. |Most of it pertains to applying to college./","Does the guidance pertain to the college application?<br>('O' for no; 'P' for yes)","Y","second","b_11",NA,45,"Y",485,1
"46","3WETL7AQWUBP2U3DDINY529SQJT353",1,"prac",0.1,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Harry's girlfriend turned down his invitation. |He decided not to go out with her any more./","Was Harry turned down by his girlfriend? <br>('O' for no; 'P' for yes)","Y","prac","prac1",NA,1,"N",2902,0
"47","3WETL7AQWUBP2U3DDINY529SQJT353",1,"prac",0.2,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Hoping to buy a new tent&#44 the smart brothers saved the money. |They kept it in their bedroom./","Did the brothers keep the money in their kitchen?<br>('O' for no; 'P' for yes)","N","prac","prac2",NA,2,"N",2386,1
"48","3WETL7AQWUBP2U3DDINY529SQJT353",1,"prac",0.3,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /John came back home from the city a while ago. |Frantically he searched through the medicine cabinet./","Did John search through the medicine cabinet?<br>('O' for no; 'P' for yes)","Y","prac","prac3",NA,3,"Y",2393,1
"49","3WETL7AQWUBP2U3DDINY529SQJT353",1,"prac",0.4,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The college student knew she was not ready for the test | she was going to take early Monday./","Did the college student know she was not ready for the class?<br>('O' for no; 'P' for yes)","N","prac","prac4",NA,4,"Y",2315,0
"50","3WETL7AQWUBP2U3DDINY529SQJT353",1,"prac",0.5,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Lisa wanted to live closer to her new office. |She opened the paper to the apartment listing./","Did Lisa open the paper to hunt a new job?<br>('O' for no; 'P' for yes)","N","prac","prac5",NA,5,"Y",3232,0
"51","3WETL7AQWUBP2U3DDINY529SQJT353",1,"b",1,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The paramedics ran out of the hospital |very quickly and went to the scene of the car crash./","Did the paramedics go to the location of the car crash?<br>('O' for no; 'P' for yes)","Y","second","b_15","Good!",6,"Y",1834,1
"52","3WETL7AQWUBP2U3DDINY529SQJT353",1,"a",2,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Tony sat under a tree reading a good book. |He walked home&#44 soaking wet&#44 to change his clothes./","Did Tony sit under a tree reading a book?<br>('O' for no; 'P' for yes)","Y","first","a_7",NA,7,"Y",2227,1
"53","3WETL7AQWUBP2U3DDINY529SQJT353",1,"b",3,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The taxidermist stuffed a variety of small animals. |Most of them had been hunting trophies./","Did the taxidermist stuff a variety of dolls?<br>('O' for no; 'P' for yes)","N","first","b_8",NA,8,"N",2506,1
"54","3WETL7AQWUBP2U3DDINY529SQJT353",1,"a",4,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Rose was attacked by a man in her apartment. |She found herself too frightened to move./","Did Rose find herself too frightened to speak?<br>('O' for no; 'P' for yes)","N","second","a_13",NA,9,"N",2083,1
"55","3WETL7AQWUBP2U3DDINY529SQJT353",1,"a",5,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Richard was invited to Karen's birthday party. |He spent a whole day shopping for the present./","Did Richard spend a whole day shopping?<br>('O' for no; 'P' for yes)","Y","second","a_16",NA,10,"N",3448,0
"56","3WETL7AQWUBP2U3DDINY529SQJT353",1,"b",6,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The policeman tried to find the contraband |the smuggler had hidden in his daughter's doll./","Did the policeman try to find the contraband?<br>('O' for no; 'P' for yes)","Y","first","b_1",NA,11,"Y",1680,1
"57","3WETL7AQWUBP2U3DDINY529SQJT353",1,"a",7,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Sharon backed her car out of the driveway. |She went to the bank hoping to get a loan./","Did Sharon back her car within the driveway?<br>('O' for no; 'P' for yes)","N","first","a_2",NA,12,"Y",2873,0
"58","3WETL7AQWUBP2U3DDINY529SQJT353",1,"b",8,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /In Hollywood she saw several celebrities. |Many had recently starred in her favorite film./","Had the celebrities starred in her favorite film? <br>('O' for no; 'P' for yes)","Y","second","b_12",NA,13,"Y",1277,1
"59","3WETL7AQWUBP2U3DDINY529SQJT353",1,"a",9,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Ann had been attending school with her friend. |She decided to study harder to catch up./","Did Ann decide to ask for a favor from the teacher?<br>('O' for no; 'P' for yes)","N","second","a_11",NA,14,"N",1819,1
"60","3WETL7AQWUBP2U3DDINY529SQJT353",1,"a",10,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Jake wanted to help the third world people. |He joined the Peace Corps after graduation./","Did Jake join the Peace Corps?<br>('O' for no; 'P' for yes)","Y","second","a_19",NA,15,"Y",1110,1
"61","3WETL7AQWUBP2U3DDINY529SQJT353",1,"b",11,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The jester was employed by a king as a professional fool |to be an amusement to the court./","Was the jester employed by a princess?<br>('O' for no; 'P' for yes)","N","first","b_9",NA,16,"N",1573,1
"62","3WETL7AQWUBP2U3DDINY529SQJT353",1,"a",12,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Bill was on the debating team in high school. |He applied to a program at MIT./","Did Bill join the debating team in high school?<br>('O' for no; 'P' for yes)","Y","first","a_9",NA,17,"Y",2848,1
"63","3WETL7AQWUBP2U3DDINY529SQJT353",1,"b",13,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The pilot took off his headset. |He spoke with the new flight attendant about the time of arrival./","Did the pilot take off his headset?<br>('O' for no; 'P' for yes)","Y","first","b_5",NA,18,"Y",1895,1
"64","3WETL7AQWUBP2U3DDINY529SQJT353",1,"b",14,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Hoping to finish the film&#44 the director worked through the night. |He skipped his evening meal./","Did the producer skip his evening meal?<br>('O' for no; 'P' for yes)","N","second","b_17",NA,19,"Y",1748,0
"65","3WETL7AQWUBP2U3DDINY529SQJT353",1,"a",15,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Bob worried that rain would ruin his vacation. |He turned on the TV for a weather report./","Did Bob worry about the snow?<br>('O' for no; 'P' for yes)","N","first","a_1",NA,20,"N",1636,1
"66","3WETL7AQWUBP2U3DDINY529SQJT353",1,"b",16,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Before their act&#44 the circus lions wanted the fresh meat |the trainers had kept just out of reach./","Did the circus lions want the meat from the audience?<br>('O' for no; 'P' for yes)","N","second","b_19",NA,21,"N",2970,1
"67","3WETL7AQWUBP2U3DDINY529SQJT353",1,"b",17,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /A jack can be very useful to have in your trunk. |It can raise your car if you have a flat tire./","Can a jack be useful?<br>('O' for no; 'P' for yes)","Y","first","b_3",NA,22,"Y",926,1
"68","3WETL7AQWUBP2U3DDINY529SQJT353",1,"b",18,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Grunions are fish that migrate along the West Coast |to spawn on sandy beaches in the spring./","Do Grunions spawn on sandy beaches in the summer?<br>('O' for no; 'P' for yes)","N","second","b_20",NA,23,"N",1523,1
"69","3WETL7AQWUBP2U3DDINY529SQJT353",1,"a",19,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Ed worked with his father in a law office. |They had a heated discussion until midnight./","Did Ed work with his father?<br>('O' for no; 'P' for yes)","Y","first","a_10",NA,24,"Y",2428,1
"70","3WETL7AQWUBP2U3DDINY529SQJT353",1,"a",20,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Jerry found typing errors in his manuscript. |The next day he yelled at his secretary./","Did Jerry yell at his secretary?<br>('O' for no; 'P' for yes)","Y","second","a_17",NA,25,"Y",1342,1
"71","3WETL7AQWUBP2U3DDINY529SQJT353",1,"b",21,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The tornado was devastating to the family in the trailer park |by tearing through their home./","Was the tornado devastating to the family?<br>('O' for no; 'P' for yes)","Y","first","b_2",NA,26,"Y",1389,1
"72","3WETL7AQWUBP2U3DDINY529SQJT353",1,"b",22,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /After working for years Joe had money. |He decided on a long trip to the Bahamas./","Did Joe work for months?<br>('O' for no; 'P' for yes)","N","first","b_7",NA,27,"N",1868,1
"73","3WETL7AQWUBP2U3DDINY529SQJT353",1,"a",23,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Tom's cat was very good at keeping mice away. |Tom sprayed insecticide all over the room./","Did Tom spray insecticide over the room?<br>('O' for no; 'P' for yes)","Y","second","a_20",NA,28,"Y",1085,1
"74","3WETL7AQWUBP2U3DDINY529SQJT353",1,"a",24,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Ellen took the nine o'clock bus to her office. |She went to a restaurant to have an early lunch./","Did Ellen go to a restaurant to get some coffee?<br>('O' for no; 'P' for yes)","N","second","a_14",NA,29,"N",1708,1
"75","3WETL7AQWUBP2U3DDINY529SQJT353",1,"a",25,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Jill's report card showed that she worked very hard. |Her parents were very proud of their daughter./","Did Jill's parents feel proud of their son?<br>('O' for no; 'P' for yes)","N","second","a_15",NA,30,"N",1293,1
"76","3WETL7AQWUBP2U3DDINY529SQJT353",1,"b",26,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Brazil wood is a hard and reddish wood. |Often it is used in making cabinets and violin bows./","Is Brazil wood soft and reddish? <br>('O' for no; 'P' for yes)","N","first","b_10",NA,31,"N",1309,1
"77","3WETL7AQWUBP2U3DDINY529SQJT353",1,"a",27,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /A strong night wind came in the open window. |The papers on the desk blew off onto the floor./","Did a strong night wind come in the open window?<br>('O' for no; 'P' for yes)","Y","first","a_8",NA,32,"Y",2148,1
"78","3WETL7AQWUBP2U3DDINY529SQJT353",1,"b",28,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /In Africa there are two species of kudu antelope |that have white stripes across the back./","Are there three species of kudu antelope in Africa?<br>('O' for no; 'P' for yes)","N","first","b_6",NA,33,"N",997,1
"79","3WETL7AQWUBP2U3DDINY529SQJT353",1,"b",29,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The birthday girl had enough cake. |She shared with the rest of the kids at the party./","Did the birthday girl have enough cake?<br>('O' for no; 'P' for yes)","Y","first","b_4",NA,34,"Y",1173,1
"80","3WETL7AQWUBP2U3DDINY529SQJT353",1,"a",30,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Greg borrowed a lot of money to buy a house. |His driving became more dangerous day by day./","Did Greg's driving become less dangerous day by day?<br>('O' for no; 'P' for yes)","N","second","a_12",NA,35,"N",1874,1
"81","3WETL7AQWUBP2U3DDINY529SQJT353",1,"a",31,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Cathy felt very dizzy and fainted at her work. |She was carried unconscious to a hospital./","Did Cathy feel comfortable?<br>('O' for no; 'P' for yes)","N","first","a_3",NA,36,"N",4119,1
"82","3WETL7AQWUBP2U3DDINY529SQJT353",1,"a",32,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Dick came home late after his evening class. |A mirror fell down and shattered on the floor./","Did Dick come home late?<br>('O' for no; 'P' for yes)","Y","first","a_6",NA,37,"Y",1245,1
"83","3WETL7AQWUBP2U3DDINY529SQJT353",1,"b",33,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Greyhounds are a tall and slender species of dog. |They are often kept as pets or used for racing./","Are Greyhounds often kept as pets?<br>('O' for no; 'P' for yes)","Y","second","b_13",NA,38,"Y",1262,1
"84","3WETL7AQWUBP2U3DDINY529SQJT353",1,"b",34,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The Churchill scholarship is given to students nationwide |who are planning to attend Cambridge./","Is the Churchill scholarship given to Oxford students?<br>('O' for no; 'P' for yes)","N","second","b_16",NA,39,"Y",1536,0
"85","3WETL7AQWUBP2U3DDINY529SQJT353",1,"a",35,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Nancy drank too much beer at a party yesterday. |She suffered from a bad hangover this morning./","Did Nancy suffer from a bad hangover?<br>('O' for no; 'P' for yes)","Y","second","a_18",NA,40,"Y",1142,1
"86","3WETL7AQWUBP2U3DDINY529SQJT353",1,"b",36,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /An onager was a catapult used in medieval warfare |to throw stones at advancing enemies./","Did the onager throw stones at advancing enemies?<br>('O' for no; 'P' for yes)","Y","second","b_14",NA,41,"Y",1126,1
"87","3WETL7AQWUBP2U3DDINY529SQJT353",1,"a",37,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /A dog jumped at a little girl eating ice cream. |She was knocked down and shouted for her mother./","Did the dog jump at a little boy?<br>('O' for no; 'P' for yes)","N","first","a_4",NA,42,"N",1436,1
