"","dat_Subject","list","exp","trial","con","fab_stimulus","fab_question","fab_key","qtype","id","fab_instruction","dat_Trial","dat_Window","dat_LoopNumber","dat_LoopPosition","dat_LoopSum","dat_AreaNumber","dat_AreaPosition","dat_AreaSum","dat_Ans","dat_AnsReactionTime","dat_Accuracy","dat_GD","dat_NRO","dat_NRI","dat_PRO","dat_PRI","dat_RPD","dat_SRPD","dat_RRT","dat_TRT","dat_NOF","dat_MFD"
"11","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"prac",0.4,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The college student knew she was not ready for the test | she was going to take early Monday./","Did the college student know she was not ready for the class?<br>('O' for no; 'P' for yes)","N","prac","prac4",NA,4,"The college student knew she was not ready for the test",2,1,2,1,1,2,"N",444,1,180,0,0,0,0,180,180,0,180,1,180
"12","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"prac",0.4,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The college student knew she was not ready for the test | she was going to take early Monday./","Did the college student know she was not ready for the class?<br>('O' for no; 'P' for yes)","N","prac","prac4",NA,4,"she was going to take early Monday.",2,2,2,1,2,2,"N",444,1,191,0,0,0,0,191,191,0,191,1,191
"13","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"prac",0.5,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Lisa wanted to live closer to her new office. |She opened the paper to the apartment listing./","Did Lisa open the paper to hunt a new job?<br>('O' for no; 'P' for yes)","N","prac","prac5",NA,5,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",420,0,124,0,0,0,0,124,124,0,124,1,124
"14","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"prac",0.5,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Lisa wanted to live closer to her new office. |She opened the paper to the apartment listing./","Did Lisa open the paper to hunt a new job?<br>('O' for no; 'P' for yes)","N","prac","prac5",NA,5,"Lisa wanted to live closer to her new office.",2,1,2,1,1,2,"Y",420,0,337,0,5,0,0.8333,337,337,1171,1508,6,251
"15","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"prac",0.5,"prac","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Lisa wanted to live closer to her new office. |She opened the paper to the apartment listing./","Did Lisa open the paper to hunt a new job?<br>('O' for no; 'P' for yes)","N","prac","prac5",NA,5,"She opened the paper to the apartment listing.",2,2,2,1,2,2,"Y",420,0,169,5,0,0.8333,0,2228,1057,888,1057,6,176
"16","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",1,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The paramedics ran out of the hospital. |They went quickly to the scene of the car crash./","Did the paramedics go to the location of the car crash?<br>('O' for no; 'P' for yes)","Y","second","b_15","Good!",6,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",354,1,2072,0,0,0,0,2072,2072,0,2072,1,2072
"17","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",1,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The paramedics ran out of the hospital. |They went quickly to the scene of the car crash./","Did the paramedics go to the location of the car crash?<br>('O' for no; 'P' for yes)","Y","second","b_15","Good!",6,"The paramedics ran out of the hospital.",2,1,2,1,1,2,"Y",354,1,169,0,0,0,0,169,169,0,169,1,169
"18","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",1,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The paramedics ran out of the hospital. |They went quickly to the scene of the car crash./","Did the paramedics go to the location of the car crash?<br>('O' for no; 'P' for yes)","Y","second","b_15","Good!",6,"They went quickly to the scene of the car crash.",2,2,2,1,2,2,"Y",354,1,202,0,0,0,0,202,202,0,202,1,202
"19","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",2,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Tony's friend suddenly pushed him into a pond. |He walked home&#44 soaking wet&#44 to change his clothes./","Did Tony's friend push him into a pond?<br>('O' for no; 'P' for yes)","Y","first","a_7",NA,7,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",331,1,821,0,0,0,0,821,821,0,821,1,821
"20","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",2,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Tony's friend suddenly pushed him into a pond. |He walked home&#44 soaking wet&#44 to change his clothes./","Did Tony's friend push him into a pond?<br>('O' for no; 'P' for yes)","Y","first","a_7",NA,7,"Tony's friend suddenly pushed him into a pond.",2,1,2,1,1,2,"Y",331,1,686,0,0,0,0,686,686,0,686,1,686
"21","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",2,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Tony's friend suddenly pushed him into a pond. |He walked home&#44 soaking wet&#44 to change his clothes./","Did Tony's friend push him into a pond?<br>('O' for no; 'P' for yes)","Y","first","a_7",NA,7,"He walked home&#44 soaking wet&#44 to change his clothes.",2,2,2,1,2,2,"Y",331,1,720,0,0,0,0,720,720,0,720,1,720
"22","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",3,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The taxidermist stuffed a variety of small animals |that mostly had been hunting trophies./","Did the taxidermist stuff a variety of dolls?<br>('O' for no; 'P' for yes)","N","first","b_8",NA,8,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",309,0,428,0,0,0,0,428,428,0,428,1,428
"23","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",3,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The taxidermist stuffed a variety of small animals |that mostly had been hunting trophies./","Did the taxidermist stuff a variety of dolls?<br>('O' for no; 'P' for yes)","N","first","b_8",NA,8,"The taxidermist stuffed a variety of small animals",2,1,2,1,1,2,"Y",309,0,382,0,0,0,0,382,382,0,382,1,382
"24","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",3,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The taxidermist stuffed a variety of small animals |that mostly had been hunting trophies./","Did the taxidermist stuff a variety of dolls?<br>('O' for no; 'P' for yes)","N","first","b_8",NA,8,"that mostly had been hunting trophies.",2,2,2,1,2,2,"Y",309,0,372,0,0,0,0,372,372,0,372,1,372
"25","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",4,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Rose came back to her apartment after work. |She found herself too frightened to move./","Did Rose find herself too frightened to speak?<br>('O' for no; 'P' for yes)","N","second","a_13",NA,9,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",756,0,270,0,0,0,0,270,270,0,270,1,270
"26","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",4,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Rose came back to her apartment after work. |She found herself too frightened to move./","Did Rose find herself too frightened to speak?<br>('O' for no; 'P' for yes)","N","second","a_13",NA,9,"Rose came back to her apartment after work.",2,1,2,1,1,2,"Y",756,0,258,0,0,0,0,258,258,0,258,1,258
"27","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",4,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Rose came back to her apartment after work. |She found herself too frightened to move./","Did Rose find herself too frightened to speak?<br>('O' for no; 'P' for yes)","N","second","a_13",NA,9,"She found herself too frightened to move.",2,2,2,1,2,2,"Y",756,0,338,0,0,0,0,338,338,0,338,1,338
"28","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",5,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Richard left home early after eating breakfast. |He spent a whole day shopping for the present./","Did Richard spend a whole day shopping?<br>('O' for no; 'P' for yes)","Y","second","a_16",NA,10,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"N",602,0,360,0,0,0,0,360,360,0,360,1,360
"29","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",5,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Richard left home early after eating breakfast. |He spent a whole day shopping for the present./","Did Richard spend a whole day shopping?<br>('O' for no; 'P' for yes)","Y","second","a_16",NA,10,"Richard left home early after eating breakfast.",2,1,2,1,1,2,"N",602,0,810,0,0,0,0,810,810,0,810,1,810
"30","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",5,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Richard left home early after eating breakfast. |He spent a whole day shopping for the present./","Did Richard spend a whole day shopping?<br>('O' for no; 'P' for yes)","Y","second","a_16",NA,10,"He spent a whole day shopping for the present.",2,2,2,1,2,2,"N",602,0,270,0,0,0,0,270,270,0,270,1,270
"31","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",6,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The policeman tried to find the contraband. |The smuggler hid it inside his daughter's doll./","Did the policeman try to find the contraband?<br>('O' for no; 'P' for yes)","Y","first","b_1",NA,11,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",387,1,370,0,0,0,0,370,370,0,370,1,370
"32","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",6,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The policeman tried to find the contraband. |The smuggler hid it inside his daughter's doll./","Did the policeman try to find the contraband?<br>('O' for no; 'P' for yes)","Y","first","b_1",NA,11,"The policeman tried to find the contraband.",2,1,2,1,1,2,"Y",387,1,394,0,0,0,0,394,394,0,394,1,394
"33","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",6,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The policeman tried to find the contraband. |The smuggler hid it inside his daughter's doll./","Did the policeman try to find the contraband?<br>('O' for no; 'P' for yes)","Y","first","b_1",NA,11,"The smuggler hid it inside his daughter's doll.",2,2,2,1,2,2,"Y",387,1,428,0,0,0,0,428,428,0,428,1,428
"34","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",7,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Sharon decided to buy a foreign sports car. |She went to the bank hoping to get a loan./","Did Sharon decide to buy a pickup truck?<br>('O' for no; 'P' for yes)","N","first","a_2",NA,12,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",590,0,427,0,0,0,0,427,427,0,427,1,427
"35","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",7,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Sharon decided to buy a foreign sports car. |She went to the bank hoping to get a loan./","Did Sharon decide to buy a pickup truck?<br>('O' for no; 'P' for yes)","N","first","a_2",NA,12,"Sharon decided to buy a foreign sports car.",2,1,2,1,1,2,"Y",590,0,506,0,0,0,0,506,506,0,506,1,506
"36","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",7,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Sharon decided to buy a foreign sports car. |She went to the bank hoping to get a loan./","Did Sharon decide to buy a pickup truck?<br>('O' for no; 'P' for yes)","N","first","a_2",NA,12,"She went to the bank hoping to get a loan.",2,2,2,1,2,2,"Y",590,0,383,0,0,0,0,383,383,0,383,1,383
"37","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",8,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /In Hollywood she saw several celebrities |who had just recently starred in her favorite film./","Had the celebrities starred in her favorite film? <br>('O' for no; 'P' for yes)","Y","second","b_12",NA,13,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",533,1,495,0,0,0,0,495,495,0,495,1,495
"38","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",8,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /In Hollywood she saw several celebrities |who had just recently starred in her favorite film./","Had the celebrities starred in her favorite film? <br>('O' for no; 'P' for yes)","Y","second","b_12",NA,13,"In Hollywood she saw several celebrities",2,1,2,1,1,2,"Y",533,1,393,0,0,0,0,393,393,0,393,1,393
"39","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",8,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /In Hollywood she saw several celebrities |who had just recently starred in her favorite film./","Had the celebrities starred in her favorite film? <br>('O' for no; 'P' for yes)","Y","second","b_12",NA,13,"who had just recently starred in her favorite film.",2,2,2,1,2,2,"Y",533,1,517,0,0,0,0,517,517,0,517,1,517
"40","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",9,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Ann was falling behind in her schoolwork. |She decided to study harder to catch up./","Did Ann decide to ask for a favor from the teacher?<br>('O' for no; 'P' for yes)","N","second","a_11",NA,14,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",498,0,360,0,0,0,0,360,360,0,360,1,360
"41","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",9,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Ann was falling behind in her schoolwork. |She decided to study harder to catch up./","Did Ann decide to ask for a favor from the teacher?<br>('O' for no; 'P' for yes)","N","second","a_11",NA,14,"Ann was falling behind in her schoolwork.",2,1,2,1,1,2,"Y",498,0,417,0,0,0,0,417,417,0,417,1,417
"42","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",9,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Ann was falling behind in her schoolwork. |She decided to study harder to catch up./","Did Ann decide to ask for a favor from the teacher?<br>('O' for no; 'P' for yes)","N","second","a_11",NA,14,"She decided to study harder to catch up.",2,2,2,1,2,2,"Y",498,0,382,0,0,0,0,382,382,0,382,1,382
"43","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",10,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Jake majored in engineering in Vermont. |He joined the Peace Corps after graduation./","Did Jake join the Peace Corps?<br>('O' for no; 'P' for yes)","Y","second","a_19",NA,15,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",474,1,303,0,0,0,0,303,303,0,303,1,303
"44","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",10,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Jake majored in engineering in Vermont. |He joined the Peace Corps after graduation./","Did Jake join the Peace Corps?<br>('O' for no; 'P' for yes)","Y","second","a_19",NA,15,"Jake majored in engineering in Vermont.",2,1,2,1,1,2,"Y",474,1,315,0,0,0,0,315,315,0,315,1,315
"45","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",10,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Jake majored in engineering in Vermont. |He joined the Peace Corps after graduation./","Did Jake join the Peace Corps?<br>('O' for no; 'P' for yes)","Y","second","a_19",NA,15,"He joined the Peace Corps after graduation.",2,2,2,1,2,2,"Y",474,1,337,0,0,0,0,337,337,0,337,1,337
"46","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",11,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The jester was employed by a king as a professional fool. |He was an amusement to the court./","Was the jester employed by a princess?<br>('O' for no; 'P' for yes)","N","first","b_9",NA,16,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",318,0,382,0,0,0,0,382,382,0,382,1,382
"47","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",11,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The jester was employed by a king as a professional fool. |He was an amusement to the court./","Was the jester employed by a princess?<br>('O' for no; 'P' for yes)","N","first","b_9",NA,16,"The jester was employed by a king as a professional fool.",2,1,2,1,1,2,"Y",318,0,303,0,0,0,0,303,303,0,303,1,303
"48","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",11,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The jester was employed by a king as a professional fool. |He was an amusement to the court./","Was the jester employed by a princess?<br>('O' for no; 'P' for yes)","N","first","b_9",NA,16,"He was an amusement to the court.",2,2,2,1,2,2,"Y",318,0,236,0,0,0,0,236,236,0,236,1,236
"49","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",12,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Bill wanted to major in engineering. |He applied to a program at MIT./","Did Bill want to major in engineering?<br>('O' for no; 'P' for yes)","Y","first","a_9",NA,17,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",464,1,281,0,0,0,0,281,281,0,281,1,281
"50","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",12,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Bill wanted to major in engineering. |He applied to a program at MIT./","Did Bill want to major in engineering?<br>('O' for no; 'P' for yes)","Y","first","a_9",NA,17,"Bill wanted to major in engineering.",2,1,2,1,1,2,"Y",464,1,304,0,0,0,0,304,304,0,304,1,304
"51","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",12,"causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Bill wanted to major in engineering. |He applied to a program at MIT./","Did Bill want to major in engineering?<br>('O' for no; 'P' for yes)","Y","first","a_9",NA,17,"He applied to a program at MIT.",2,2,2,1,2,2,"Y",464,1,360,0,0,0,0,360,360,0,360,1,360
"52","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",13,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The pilot took off his headset |to speak with the new flight attendant about the time of arrival./","Did the pilot take off his headset?<br>('O' for no; 'P' for yes)","Y","first","b_5",NA,18,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",488,1,314,0,0,0,0,314,314,0,314,1,314
"53","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",13,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The pilot took off his headset |to speak with the new flight attendant about the time of arrival./","Did the pilot take off his headset?<br>('O' for no; 'P' for yes)","Y","first","b_5",NA,18,"The pilot took off his headset",2,1,2,1,1,2,"Y",488,1,349,0,0,0,0,349,349,0,349,1,349
"54","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",13,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /The pilot took off his headset |to speak with the new flight attendant about the time of arrival./","Did the pilot take off his headset?<br>('O' for no; 'P' for yes)","Y","first","b_5",NA,18,"to speak with the new flight attendant about the time of arrival.",2,2,2,1,2,2,"Y",488,1,282,0,0,0,0,282,282,0,282,1,282
"55","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",14,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Hoping to finish the film&#44 the director worked through the night |by skipping his evening meal./","Did the producer skip his evening meal?<br>('O' for no; 'P' for yes)","N","second","b_17",NA,19,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",389,0,258,0,0,0,0,258,258,0,258,1,258
"56","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",14,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Hoping to finish the film&#44 the director worked through the night |by skipping his evening meal./","Did the producer skip his evening meal?<br>('O' for no; 'P' for yes)","N","second","b_17",NA,19,"Hoping to finish the film&#44 the director worked through the night",2,1,2,1,1,2,"Y",389,0,248,0,0,0,0,248,248,0,248,1,248
"57","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",14,"MIN","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Hoping to finish the film&#44 the director worked through the night |by skipping his evening meal./","Did the producer skip his evening meal?<br>('O' for no; 'P' for yes)","N","second","b_17",NA,19,"by skipping his evening meal.",2,2,2,1,2,2,"Y",389,0,224,0,0,0,0,224,224,0,224,1,224
"58","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",15,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Bob had his cleaning all done in the morning. |He turned on the TV for a weather report./","Did Bob clean last night?<br>('O' for no; 'P' for yes)","N","first","a_1",NA,20,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",399,0,225,0,0,0,0,225,225,0,225,1,225
"59","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",15,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Bob had his cleaning all done in the morning. |He turned on the TV for a weather report./","Did Bob clean last night?<br>('O' for no; 'P' for yes)","N","first","a_1",NA,20,"Bob had his cleaning all done in the morning.",2,1,2,1,1,2,"Y",399,0,236,0,0,0,0,236,236,0,236,1,236
"60","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"a",15,"non_causal","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Bob had his cleaning all done in the morning. |He turned on the TV for a weather report./","Did Bob clean last night?<br>('O' for no; 'P' for yes)","N","first","a_1",NA,20,"He turned on the TV for a weather report.",2,2,2,1,2,2,"Y",399,0,236,0,0,0,0,236,236,0,236,1,236
"61","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",16,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Before their act&#44 the circus lions wanted the fresh meat. |The trainers kept it just out of reach./","Did the circus lions want the meat from the audience?<br>('O' for no; 'P' for yes)","N","second","b_19",NA,21,"Ready? (the backward key: 'O'; the forward key: 'P')<br>",1,1,1,1,1,1,"Y",309,0,202,0,0,0,0,202,202,0,202,1,202
"62","3PB5A5BD0W95JATKWQ9FMGCXLUT7GU",4,"b",16,"SNT","/Ready? (the backward key: 'O'; the forward key: 'P')<br> /Before their act&#44 the circus lions wanted the fresh meat. |The trainers kept it just out of reach./","Did the circus lions want the meat from the audience?<br>('O' for no; 'P' for yes)","N","second","b_19",NA,21,"Before their act&#44 the circus lions wanted the fresh meat.",2,1,2,1,1,2,"Y",309,0,202,0,0,0,0,202,202,0,202,1,202
